Rank,Corpus ID,Authors,Year,Title,DOI,DSD_variety,DSD_frequency,LSD_variety,LSD_frequency,PSD_variety,PSD_frequency,MSD_variety,MSD_frequency,Score,Matched_Terms
4763,3672,"Sakai, Y. (Kyushu International Univ., Kitakyushu, Fukuoka (Japan)); Tsujimura, C.; Nakata, Y.; Tanabe, H.; Maejima, G.",2003,Rapid transition in sexual behaviors during protogynous sex change in the haremic angelfish Centropyge vroliki (Pomacanthidae),,0,0,0,0,0,0,0,0,0.0,
4764,3675,"Kuhara, S. (Kyushu Univ., Fukuoka (Japan))",2003,Reconstruction of gene networks based on expression profiles,,0,0,0,0,0,0,0,0,0.0,
4765,3676,"Matsui, M. (Kyushu Univ., Fukuoka (Japan)); Inoue, E.; Kuwano, T.; Mori, K.",2003,Regulating the winnowing fan to accommodate changes in the grain feed rate,,0,0,0,0,0,0,0,0,0.0,
4766,3679,"Oikawa, S. (Kyushu Univ., Fukuoka (Japan). Faculty of Agriculture); Itazawa, Y.",2003,"Relationship between summated tissue respiration and body size in a marine toleost, the porgy Pagrus major",,0,0,0,0,0,0,0,0,0.0,
4767,3680,"Matsue, Y. (Fukuoka-ken. Agricultural Research Center, Chikushino (Japan)); Sato, H.; Ogata, T.",2003,Reliability of sensory test for highly palatable rice [Oryza sativa] cultivars by a small panel,,0,0,0,0,0,0,0,0,0.0,
4768,3681,"Hu, W. (Kyushu Univ., Fukuoka (Japan). Faculty of Agriculture); Akimoto, K.; Hamanaka, D.; Sorour, H.; Hori, Y.",2003,Respiration and quality of rough rice under unsteady atmospheric conditions,,0,0,0,0,0,0,0,0,0.0,
4769,3682,"Fukuzumi, K. (Fukuoka-ken. Fisheries Experiment Station (Japan)); Chikushi, Y.",2003,Retention of PRDV in wild-caught kuruma prawn [Penaeus japonicus],,0,0,0,0,0,0,0,0,0.0,
4770,3684,"Kawaguchi, A. (Kyushu Univ., Fukuoka (Japan). Faculty of Agriculture); Akazawa, T.; Sakai, M.; Kanazawa, S.",2003,Role of Ca resistance in competitive survival of fluorescent Pseudomonas in soil with high salinity,,0,0,0,0,0,0,0,0,0.0,
4771,3686,"Eguchi, T. (Kyushu Univ., Fukuoka (Japan)); Kitano, M.; Yoshida, S.; Chikushi, J.",2003,Root temperature effects on tuberous root growth of sweet potato (Ipomoea batatas Lam.): Direct and indirect effects of temperature,,0,0,0,0,0,0,0,0,0.0,
4772,3688,"Shimamura, S. (Kyushu Univ., Fukuoka (Japan). Faculty of Agriculture); Mochizuki, T.; Nada, Y.; Fukuyama, M.",2003,"Secondary aerenchyma formation, growth and yield of soybean [Glycine max] plants grown under continuously flooded conditions",,0,0,0,0,0,0,0,0,0.0,
4773,3689,"Wakana, A. (Kyushu Univ., Fukuoka (Japan). Faculty of Agriculture); Hiramatsu, M.; Park, S.M.; Hanada, N.; Fukudome, I.; Yasukochi, K.",2003,Seed abortion in crosses between diploid and tetraploid grapes (Vitis vinifera and V. complex) and recovery of triploid plants through embryo culture,,0,0,0,0,0,0,0,0,0.0,
4774,3690,"Michishita, A. (Kyushu Univ., Fukuoka (Japan)); Ureshino, K.; Miyajima, I.",2003,Segregation of fall-flowering progenies derived from interspecific crosses between Rhododendron kiusianum Makino and related evergreen azaleas,,0,0,0,0,0,0,0,0,0.0,
4775,3691,"Tashima, F. (Kyushu Univ., Fukuoka (Japan)); Tatsumoto, T.; Egashira, K.",2003,"Self-recycling nitrogen balance in the paddy field of the Aigamo-paddy cultivation, 2",,0,0,0,0,0,0,0,0,0.0,
4776,3692,"Shimomura, K. (Fukuoka-ken. Agricultural Research Center, Chikushino (Japan)); Noguchi, Y.",2003,Sensitive detection of satsuma dwarf virus by reverse transcrition polymerase chain reaction,,0,0,0,0,0,0,0,0,0.0,
4777,3693,"Higuchi, M. (Kitakyushu-shi. Inst. of Environmental Health Sciences, Fukuoka (Japan)); Hanada, Y.; Ishikawa, S.; Ueda, E.; Takahashi, M.",2003,Simultaneous determination of N-methylcarbamate and urea pesticides in agricultural products by LC/MS,,0,0,0,0,0,0,0,0,0.0,
4778,3694,"Hatano, K. (Fukuoka-shi. Inst. for Hygiene and Environment (Japan))",2003,"Simultaneous determination of five penicillins in muscle, liver and kidney from slaughtered animals using liquid chromatography coupled with electrospray ionization tandem mass spectrometry",,0,0,0,0,0,0,0,0,0.0,
4779,3696,"Yamakawa, T. (Kyushu Univ., Fukuoka (Japan)); Hussain, A.K.M.A.; Ishizuka, J.",2003,Soybean preference for Bradyrhizobium japonicum for nodulation: Occupation of serogroup USDA110 in nodules of soybean plants harboring various Rj-genes grown in field,,0,0,0,0,0,0,0,0,0.0,
4780,3697,"Igarashi, T. (Kyushu Univ., Fukuoka (Japan)); Oikawa, S.; Matsui, S.",2003,"Squamation of two Japanese halfbeaks, Hyporhamphus sajori and Hyporhamphus intermedius",,0,0,0,0,0,0,0,0,0.0,
4781,3698,"Hatae, N. (Fukuoka-ken. Government Office (Japan))",2003,Start on new management of agricultural water facilities along the Chikugo River [Japan],,0,0,0,0,0,0,0,0,0.0,
4782,3699,"Uchikawa, O. (Fukuoka-ken. Agricultural Research Center, Chikushino (Japan)); Fukushima, Y.; Matsue, Y.",2003,Statistical analysis of soybean yield and meteorological conditions in the northern Kyushu [Japan],,0,0,0,0,0,0,0,0,0.0,
4783,3700,"Morikawa, A. (Nagasaki-ken. Inst. of Fisheries (Japan)); Ito, S.; Yamaguchi, T.; Kanazawa, T.; Uchikawa, J.; Minagawa, M.; Kitada, S.",2003,"Stocking effectiveness of hatchery-produced kuruma prawn, Penaeus japonicus in Ariake Sound [Japan]",,0,0,0,0,0,0,0,0,0.0,
4784,3701,"Fukagawa, A. (Fukuoka-ken. Fisheries Experiment Station (Japan)); Akimoto, T.; Ushirokawa, T.",2003,Stocking efficiency of the large-sized artificial seeds of red sea urchin [Pseudocentrotus depressus] in the Chikuzen Region [Japan],,0,0,0,0,0,0,0,0,0.0,
4785,3703,"Ikeda, K. (Kyushu Univ., Fukuoka (Japan)); Goto, T.; Tobisa, M.; Simojo, M.; Masuda, Y.",2003,Studies on dormancy awakening and germination of Echinochloa crus-galli (L.) Beauv. and Digitaria adscendens [D. ciliaris] (H.B.K.) Henr. buried seeds in the central highland area of Kyushu [Japan],,0,0,0,0,0,0,0,0,0.0,
4786,3704,"Li, X. (Kyushu Univ., Fukuoka (Japan). Faculty of Agriculture); Kondo, R.; Sakai, K.",2003,Studies on hypersaline-tolerant white-rot fungi 4: Effects of Mn2+ and NH4+ on manganese peroxidase production and poly R-478 decolorization by the marine isolate Phlebia sp. MG-60 under saline conditions,,0,0,0,0,0,0,0,0,0.0,
4787,3705,"Li, X. (Kyushu Univ., Fukuoka (Japan)); Kondo, R.; Sakai, K.",2003,"Studies on hypersaline-tolerant white-rot fungi, 3: Biobleaching of unbleached kraft pulp by hypersaline-tolerant manganese peroxidase from a marine white rot isolate, Phlebia sp. MG-60",,0,0,0,0,0,0,0,0,0.0,
4788,3706,"Kawaguchi, T. (Kyushu Univ., Fukuoka (Japan))",2003,Studies on spatial equilibrium model of international trade by profit-making traders under tariff quota system with specific and ad valorem duties,,0,0,0,0,0,0,0,0,0.0,
4789,3711,"Moriyama, T. (Fukuoka-ken. Agricultural Research Center, Chikushino (Japan)); Himeno, S.; Ide, O.",2003,Study on the amount of fertilizer application by crop establishment timing in the drip fertigation technique on the chrysanthemum 'Jinba',,0,0,0,0,0,0,0,0,0.0,
4790,3712,"Kanazawa, T. (Fukuoka-ken. Fisheries Experiment Station (Japan)); Hayashi, M.",2003,Summer sediment conditions and macrobenthic community in the Ariake Sea [Japan],,0,0,0,0,0,0,0,0,0.0,
4791,3713,"Kim, I.H. (Kyushu Univ., Fukuoka (Japan). Faculty of Agriculture); Kuwano, E.",2003,Synthesis and structure-activity relationships of 6-methyl-3-pyridyl ethers as anti-juvenile hormone agents,,0,0,0,0,0,0,0,0,0.0,
4792,3714,"Sakaida, T. (Fukuoka-ken. Agricultural Research Center, Chikushino (Japan)); Egami, S.; Nakamura, S.; Moriyama, H.; Matsuda, K.",2003,"Technique of efficient fertilizer administration using buried EC sensor in tea [Camellia sinensis] field at Fukuoka prefecture [Japan], 2: Reduction of nitrogen application and amount of leached nitrogen using buried EC sensor",,0,0,0,0,0,0,0,0,0.0,
4793,3715,"Kobayashi, H. (Kyushu Univ., Fukuoka (Japan). Faculty of Agriculture); Tashiro, N.",2003,Temporal variation in leaf nitrogen content in a Cryptomeria japonica canopy,,0,0,0,0,0,0,0,0,0.0,
4794,3716,"Kai, H. (Fukuoka-ken. Agricultural Research Center, Chikushino (Japan)); Baba, T.; Tsukazaki, M.; Uchimura, Y.; Furusho, M.",2003,The QTL analysis of hull-cracked grain in Japanese malting barley,,0,0,0,0,0,0,0,0,0.0,
4795,3718,"Shinohara, M. (Fukuoka-ken. Fisheries Experiment Station (Japan)); Sugino, K.; Yoshida, M.; Ushirokawa, T.",2003,The cell density of paralytic shellfish poisoning planktons at Itoshima in Karatu Bay [Japan],,0,0,0,0,0,0,0,0,0.0,
4796,3719,"Koga, T. (Fukuoka-ken. Agricultural Research Center, Chikushino (Japan)); Inada, S.; Isozaki, Y.",2003,The effect of Italian ryegrass silage feeding period on fattening cross bred steers,,0,0,0,0,0,0,0,0,0.0,
4797,3720,"Moriyama, H. (Fukuoka-ken. Agricultural Research Center, Chikushino (Japan)); Nakamura, S.; Matsuda, K.; Sakaida, T.",2003,The effect of secondary cooling steamed tea shoot with cooled air to the quality of crude tea,,0,0,0,0,0,0,0,0,0.0,
4798,3722,"Shiraishi, H. (Fukuoka-ken. Fisheries Experiment Station (Japan))",2003,The effective use of black mullet (Mugil cephalus),,0,0,0,0,0,0,0,0,0.0,
4799,3723,"Onoue, T. (Fukuoka-ken. Agricultural Research Center, Chikushino (Japan)); Murakami, T.",2003,The effects of dry tofu cake in feed on growth and meat quality for growing-finishing pigs,,0,0,0,0,0,0,0,0,0.0,
4800,3724,"Wakana, A. (Kyushu Univ., Fukuoka (Japan)); Hanada, N.; Nakagawa, Y.; Torikai, Y.; Fukudome, I.; Park, S.M.",2003,"The extent of drought spot disorder in grape cultivars (V. vinifera and V. complex) and effect of immersion treatments of the young clusters with solutions of magnesium, calcium and boron compounds on depression of the disorder",,0,0,0,0,0,0,0,0,0.0,
4801,3725,"Kanazawa, T. (Fukuoka-ken. Fisheries Experiment Station (Japan))",2003,The fishing distribution and food of the Japanese stingray (Dasyatis akajei) in the Ariake Sea of the water temperature descending term [Japan],,0,0,0,0,0,0,0,0,0.0,
4802,3726,"Akimoto, T. (Fukuoka-ken. Fisheries Experiment Station (Japan))",2003,"The management actual condition of the middle-scale round haul net fishery under TAC employment, and fish catch management",,0,0,0,0,0,0,0,0,0.0,
4803,3728,"Mizuta, K. (Fukuoka-ken. Agricultural Research Center, Chikushino (Japan)); Kadoshige, K.; Ibaraki, T.; Hirano, T.",2003,The quality of creek waters derived from the Chikugo and Yabe River in southern Fukuoka prefecture [Japan],,0,0,0,0,0,0,0,0,0.0,
4804,3730,"Kouzuma, T. (Fukuoka-ken. Fisheries Experiment Station (Japan)); Ezaki, Y.; Nagamoto, A.; Katayama, S.; Nakagawa, K.",2003,The relationship between growth of cultivated oyster [Crassostrea gigas] and environments in the Buzen-Sea [Japan],,0,0,0,0,0,0,0,0,0.0,
4805,3731,"Hirano, K.; Sugiyama, T.; Kosugi, A.; Nioh, I.; Asai, T.; Nakai, H.",2003,The relationship between number of nitrogen-fixing rhizobacteria and growth pattern of rice varieties,,0,0,0,0,0,0,0,0,0.0,
4806,3732,"Nariyama, H. (Fukuoka-ken. Agricultural Research Center, Chikushino (Japan)); Yamamura, Y.; Watanabe, T.",2003,The suppressive effect against root rot disease on butter head type lettuce [Lactuca sativa] by Pseudomonas fluorescens cultured in the root,,0,0,0,0,0,0,0,0,0.0,
4807,3735,"Nagamoto, A. (Fukuoka-ken. Fisheries Experiment Station (Japan)); Kouzuma, T.; Nakagawa, K.; Esaki, Y.; Katayama, S.",2003,Tresus keenae (Kuroda et Habe) culture in the Buzen Sea [Japan],,0,0,0,0,0,0,0,0,0.0,
4808,3736,"Matsui, M. (Kyushu Univ., Fukuoka (Japan). Faculty of Agriculture); Inoue, E.; Kuwano, T.; Mori, K.; Furuno, Y.",2003,Using particle image velocimetry to measure the wind in a winnowing chamber,,0,0,0,0,0,0,0,0,0.0,
4809,3737,"Yoshimura, A. (Kyushu Univ., Fukuoka (Japan))",2003,Utilization of induced and spontaneous mutants for rice genome research: Significance of genetic stocks,,0,0,0,0,0,0,0,0,0.0,
4810,3738,"Kusano, N. (Fukuoka-ken. Agricultural Research Center, Chikushino (Japan)); Ibi, A.",2003,Variants of hop stunt viroid isolated from citrus varieties,,0,0,0,0,0,0,0,0,0.0,
4811,3739,"Egashira, K. (Kyushu Univ., Fukuoka (Japan). Faculty of Agriculture); Shuto, S.; Takenaka, J.; Moslehuddin, A.Z.Md.",2003,"Variation of phosphorus status in soils of ganges floodplains, Bangladesh, based on the level of decalcification",,0,0,0,0,0,0,0,0,0.0,
4812,3740,"Ozaki, Y. (Kyushu Univ., Fukuoka (Japan). Faculty of Agriculture); Kanda, M.; Miyajima, I.; Okubo, H.",2003,Variation of self-incompatibility in Camellia japonica L. cultivars,,0,0,0,0,0,0,0,0,0.0,
4813,3742,"Yamamoto, F. (Kyushu Univ., Fukuoka (Japan)); Yuge, K.; Nakano, Y.; Funakoshi, T.",2003,Water quality of creeks affected by the bed mud and aquatic plants,,0,0,0,0,0,0,0,0,0.0,
4814,3743,"Inoue, E. (Kyushu Univ., Fukuoka (Japan)); Fukushima, T.; Hirai, Y.; Mitsuoka, M.; Marutani, I.; Mori, K.; Jinnyama, H.",2003,Wavelet analysis of the vibration acceleration for field machines,,0,0,0,0,0,0,0,0,0.0,
4815,3746,"Subadiyasa, N.N.",2003,[Potential and prospect of effective microorganism (EM) technology in Indonesia],,0,0,0,0,0,0,0,0,0.0,
4816,3747,"Yamada, N.(Kyushu Univ., Fukuoka (Japan). Faculty of Agriculture); Kataoka, Y.; Nagami, T.; Hong, S.; Kawai, S.; Kuwano, E.",2004,"5-Aryl-1,3,4-oxadiazole-2-thiols as a new series of trans-cinnamate 4-hydroxylase inhibitors",,0,0,0,0,0,0,0,0,0.0,
4817,3750,"Eguchi, T. (Kyushu Univ., Fukuoka (Japan)); Yoshida, S.",2004,A cultivation method to ensure tuberous root formation in sweetpotatoes (Ipomoea batatas (L.) Lam.),,0,0,0,0,0,0,0,0,0.0,
4818,3751,"Hamachi, Y. (Fukuoka-ken. Agricultural Research Center, Chikushino (Japan)); Kawamura, Y.; Oosato, K.F.; Imabayashi, S.; Wada, T.; Nishiyama, H.; Yasunaga, T.; Yoshino, M.; Tsubone, M.; Satoh, H.; Ogata, T.",2004,A new rice [Oryza sativa] cultivar 'Tsuyaotome',,0,0,0,0,0,0,0,0,0.0,
4819,3752,"Hamachi, Y. (Fukuoka-ken. Agricultural Research Center, Chikushino (Japan)); Oosato, K.F.; Kawamura, Y.; Wada, T.; Tsubone, M.; Imabayashi, S.; Yasunaga, T.; Nishiyama, H.; Yoshino, M.",2004,A new rice [Oryza sativa] cultivar for sake brewery 'Yumeikkon',,0,0,0,0,0,0,0,0,0.0,
4820,3753,"Kitajima, K.(Fukuoka-ken. Agricultural Research Center, Chikushino (Japan)); Konomi, K.",2004,A plan of cost reduction at a large-scale facility for collecting and shipping the fruits and vegetable,,0,0,0,0,0,0,0,0,0.0,
4821,3757,"Hirakawa, T.(Fukuoka-ken. Agricultural Research Center, Chikushino (Japan)); Fujiyoshi, H.; Munekato, K.",2004,Accuracy of mineral concentrations of Itarian ryegrass by near-infrared reflectance spectroscopy,,0,0,0,0,0,0,0,0,0.0,
4822,3758,"Iwase, R. (Kyushu Univ., Fukuoka (Japan)); Shimizu, S.",2004,Adhesion and virulence of conidia of Metarhizium anisopliae to Thrips palmi (Thysanoptera: Thripidae),,0,0,0,0,0,0,0,0,0.0,
4823,3759,"Tsuruta, T. (Tohwa Univ., Fukuoka (Japan))",2004,Adsorption of uranium from acidic solution by microbes and effect of thorium on uranium adsorption by Streptomyces levoris,,0,0,0,0,0,0,0,0,0.0,
4824,3760,"Onikura, N. (Kyushu Univ., Fukuoka (Japan)); Takeshita, N.; Matsui, S.; Kimura, S.",2004,"Age, growth and hatching dates based on otolith increments of larvae and juveniles of the roughskin sculpin Trachidermus fasciatus (Scorpaeniformes: Cottidae) in Ariake Bay, Kyushu Island, Japan",,0,0,0,0,0,0,0,0,0.0,
4825,3761,"Nakayama, K. (Kyushu Univ., Fukuoka (Japan). Faculty of Agriculture); Oshima, Y.; Hiramatsu, K.; Honjo, T.",2004,"Alteration of general behavior of male medaka, Oryzias latipes, exposed to tributyltin and/or polychlorinated biphenyls",,0,0,0,0,0,0,0,0,0.0,
4826,3762,"Neath, N. (Kyushu Univ., Fukuoka (Japan). Faculty of Agriculture); Yabe, M.; Song, M.; Yokogawa, H.",2004,"An optimal allocation of forestland between conservation and community forestry in the Preah Sihanouk National Park, Cambodia",,0,0,0,0,0,0,0,0,0.0,
4827,3765,"Sato, H. (Fukuoka-ken. Agricultural Research Center, Chikushino (Japan)); Uchimura, Y.; Ogata, T.; Matsue, Y.; Jinnouchi, N.",2004,Annual variation in maximum viscosity of wheat flour and the relationship to the precipitation during the ripening period in northern Kyushu [Japan],,0,0,0,0,0,0,0,0,0.0,
4828,3766,"Terai, K. (Fukuoka-ken. Fisheries Experiment Station (Japan))",2004,"Appearance of Japanese mantis shrimp larva, Oratosquilla oratoria, in the west Suo-nada, the Seto Inland Sea [Japan]",,0,0,0,0,0,0,0,0,0.0,
4829,3767,"Yamada, K. (Kyushu Univ., Fukuoka (Japan))",2004,Assessment of food functions using combination of cell and animal experiments,,0,0,0,0,0,0,0,0,0.0,
4830,3768,"Fujita, K. (Kyushu Univ., Fukuoka (Japan)); Zendo, T.; Nakayama, J.; Sonomoto, K.",2004,Bacteriocins produced by lactic acid bacteria and their applications,,0,0,0,0,0,0,0,0,0.0,
4831,3769,"Shimojo, J. (Kyushu Univ., Fukuoka (Japan). Faculty of Agriculture); Asano, Y.; Ikeda, K.; Ishiwaka, R.; Shao, T.; Sato, H.; Tobisa, M.; Nakano, Y.; Ohba, N.; Yano, Y.; Masuda, Y.",2004,Basic production analysis of forages using a factor of light interception property of canopy,,0,0,0,0,0,0,0,0,0.0,
4832,3770,"Sakai, K. (Kyushu Univ., Fukuoka (Japan))",2004,Bioactivity and production of heartwood components,,0,0,0,0,0,0,0,0,0.0,
4833,3771,"Sakai, M. (Kyushu Univ., Fukuoka (Japan)); Saeki, M.; Sakamoto, A.; Kanazawa, S.",2004,Biodegradability of photodegradable polyethylenes used for coating of coated fertilizers in agricultural soils,,0,0,0,0,0,0,0,0,0.0,
4834,3772,"Kawabata, R. (Kyushu Univ., Fukuoka (Japan)); Miike, T.; Uefune, M.; Okabe, H.; Takagi, M.; Kai, S.",2004,Biophoton measurement of herbivore-induced plant responses,,0,0,0,0,0,0,0,0,0.0,
4835,3773,"Tanaka, K.(Kyushu Electric Power Co. Inc., Fukuoka (Japan)); Inadomi, K.",2004,CA storage in Japanese pear 'Oushuu',,0,0,0,0,0,0,0,0,0.0,
4836,3774,"Saeki, Kazutoshi; Wada, Shin-Ichiro; Shibata, Masahiro",2004,"Ca2+-fe2+ and ca2+-mn2+ exchange selectivity of kaolinite, montmorillonite, and illite",,0,0,0,0,0,0,0,0,0.0,
4837,3777,"Nakashima, Y.; Uefune, M.; Tagashira, E.; Maeda, S.; Shima, K.; Nagai, K.; Hirose, Y.; Takagi, M.",2004,Cage evaluation of augmentative biological control of Thrips palmi with Wollastoniella rotunda in winter greenhouses,,0,0,0,0,0,0,0,0,0.0,
4838,3780,"Koga, Y. (Kyushu Univ., Fukuoka (Japan)); Saito, S.; Kaneko, K.; Kido, Y.; Furuse, M.",2004,Changes in plasma constituents of crossbred (aigamo) ducks during the winter season,,0,0,0,0,0,0,0,0,0.0,
4839,3781,"Fukunaga, T. (Fukuoka-ken. Fisheries Experiment Station (Japan)); Iwabuchi, M.",2004,Characteristic of Porphyra spp. selected in low salinity condition,,0,0,0,0,0,0,0,0,0.0,
4840,3784,"Ogata, T. (Fukuoka-ken. Agricultural Research Center, Chikushino (Japan)); Sato, H.; Uchimura, Y.; Jinnouchi, N.; Iwabuchi, T.; Kawamura, Y.; Matsue, Y.",2004,Characteristics of a new soybean [Glycine max] cultivar 'Sachiyutaka' in Fukuoka prefecture,,0,0,0,0,0,0,0,0,0.0,
4841,3785,"Suwabe, K. (National Inst. of Vegetable and Tea Science, Ano, Mie (Japan)); Iketani, H.; Nunome, T.; Ohyama, A.; Hirai, M.; Fukuoka, H.",2004,Characteristics of microsatellites in Brassica rapa [Brassica campestris] genome and their potential utilization for comparative genomics in cruciferae [Brassicaceae],,0,0,0,0,0,0,0,0,0.0,
4842,3787,"Kusumi, K. (Kyushu Univ., Fukuoka (Japan). Faculty of Science); Yara, A.; Mitsui, N.; Tozawa, Y.; Iba, K.",2004,Characterization of a rice nuclear-encoded plastid RNA polymerase gene OsRpoTp,,0,0,0,0,0,0,0,0,0.0,
4843,3789,"Ashitani, T. (Kyushu Univ., Fukuoka (Japan))",2004,Chemical conversion of Sugi (Cryptomeria japonica) bark,,0,0,0,0,0,0,0,0,0.0,
4844,3790,"Liaw, K.J.F. (Kyushu Univ., Fukuoka (Japan). Faculty of Agriculture); Mori, S.; Hashimoto, S.; Sugimitsu, M.; Hayashi, T.; Yamanoue, M.; Tatsumi, R.; Ikeuchi, Y.; Ito, T.",2004,Chemical cross-linking of actin and myosin subfragment-1 in rigor complex,,0,0,0,0,0,0,0,0,0.0,
